Name,HeadCount,percentageOfFacesDetected
10605.jpg,3,150.0
10606.jpg,1,100.0
10609.jpg,3,75.0
10610.jpg,4,100.0
10611.jpg,7,175.0
10613.jpg,3,100.0
10614.jpg,4,200.0
10615.jpg,2,200.0
10617.jpg,4,66.66666666666666
10618.jpg,4,133.33333333333331
10622.jpg,3,50.0
10623.jpg,1,16.666666666666664
10624.jpg,0,0.0
10626.jpg,1,50.0
10627.jpg,7,35.0
10629.jpg,3,42.857142857142854
10630.jpg,4,80.0
10631.jpg,7,140.0
10633.jpg,4,100.0
10635.jpg,1,50.0
10636.jpg,10,125.0
10637.jpg,3,75.0
10638.jpg,6,150.0
10640.jpg,3,100.0
10641.jpg,6,150.0
10642.jpg,2,66.66666666666666
10643.jpg,3,60.0
10644.jpg,2,66.66666666666666
10647.jpg,2,100.0
10648.jpg,1,50.0
10649.jpg,0,0.0
10651.jpg,2,40.0
10652.jpg,4,80.0
10653.jpg,6,150.0
10655.jpg,6,120.0
10657.jpg,3,60.0
10658.jpg,1,20.0
10659.jpg,5,83.33333333333334
10664.jpg,5,100.0
10666.jpg,3,60.0
10667.jpg,4,80.0
10668.jpg,4,80.0
10669.jpg,5,125.0
10670.jpg,2,40.0
10671.jpg,1,16.666666666666664
10672.jpg,6,100.0
10673.jpg,6,120.0
10674.jpg,6,120.0
10675.jpg,6,120.0
10677.jpg,3,150.0
10679.jpg,5,100.0
10680.jpg,2,66.66666666666666
10681.jpg,5,100.0
10682.jpg,3,100.0
10683.jpg,1,25.0
10684.jpg,7,63.63636363636363
10685.jpg,1,11.11111111111111
10686.jpg,1,33.33333333333333
10687.jpg,7,116.66666666666667
10688.jpg,1,50.0
10690.jpg,2,100.0
10691.jpg,2,100.0
10693.jpg,1,50.0
10694.jpg,2,50.0
10695.jpg,2,66.66666666666666
10698.jpg,5,125.0
10699.jpg,2,66.66666666666666
10700.jpg,2,33.33333333333333
10701.jpg,4,100.0
10702.jpg,3,60.0
10704.jpg,3,60.0
10705.jpg,1,50.0
10706.jpg,1,25.0
10707.jpg,4,100.0
10708.jpg,5,100.0
10709.jpg,1,25.0
10710.jpg,0,0.0
10712.jpg,3,50.0
10713.jpg,2,66.66666666666666
10715.jpg,2,50.0
10716.jpg,2,100.0
10717.jpg,5,125.0
10718.jpg,5,100.0
10719.jpg,6,120.0
10720.jpg,2,50.0
10722.jpg,4,80.0
10724.jpg,5,83.33333333333334
10725.jpg,0,0.0
10726.jpg,2,40.0
10727.jpg,2,40.0
10729.jpg,5,125.0
10732.jpg,4,100.0
10733.jpg,9,90.0
10734.jpg,4,100.0
10735.jpg,4,40.0
10737.jpg,6,120.0
10738.jpg,4,133.33333333333331
10739.jpg,4,100.0
10740.jpg,3,100.0
10741.jpg,0,0.0
10743.jpg,7,70.0
10745.jpg,8,80.0
10746.jpg,6,120.0
10747.jpg,2,66.66666666666666
10753.jpg,3,37.5
10754.jpg,4,100.0
10755.jpg,1,33.33333333333333
10756.jpg,2,33.33333333333333
10758.jpg,3,75.0
10759.jpg,4,100.0
10762.jpg,1,33.33333333333333
10767.jpg,1,25.0
10769.jpg,3,60.0
10770.jpg,2,40.0
10771.jpg,5,100.0
10772.jpg,3,75.0
10773.jpg,3,60.0
10774.jpg,2,100.0
10775.jpg,0,0.0
10776.jpg,4,100.0
10778.jpg,5,83.33333333333334
10779.jpg,0,0.0
10780.jpg,2,66.66666666666666
10783.jpg,1,33.33333333333333
10784.jpg,5,83.33333333333334
10785.jpg,4,66.66666666666666
10786.jpg,1,16.666666666666664
10790.jpg,3,100.0
10791.jpg,10,100.0
10792.jpg,2,66.66666666666666
10794.jpg,1,20.0
10796.jpg,5,55.55555555555556
10797.jpg,2,66.66666666666666
10798.jpg,5,62.5
10799.jpg,2,66.66666666666666
10801.jpg,4,100.0
10802.jpg,4,133.33333333333331
10803.jpg,4,80.0
10804.jpg,3,50.0
10806.jpg,5,125.0
10807.jpg,2,50.0
10808.jpg,3,75.0
10809.jpg,3,100.0
10810.jpg,1,33.33333333333333
10812.jpg,2,100.0
10814.jpg,4,66.66666666666666
10815.jpg,1,50.0
10817.jpg,3,75.0
10821.jpg,3,60.0
10823.jpg,1,25.0
10824.jpg,5,166.66666666666669
10826.jpg,0,0.0
10827.jpg,4,80.0
10829.jpg,5,100.0
10832.jpg,5,100.0
10835.jpg,2,40.0
10836.jpg,1,33.33333333333333
10838.jpg,3,60.0
10839.jpg,3,60.0
10840.jpg,1,25.0
10841.jpg,2,50.0
10842.jpg,9,100.0
10846.jpg,5,125.0
10847.jpg,5,125.0
10848.jpg,0,0.0
10849.jpg,4,100.0
10850.jpg,1,33.33333333333333
10852.jpg,2,40.0
10853.jpg,1,33.33333333333333
10854.jpg,1,25.0
10855.jpg,3,100.0
10856.jpg,6,120.0
10857.jpg,5,125.0
10859.jpg,2,50.0
10861.jpg,5,100.0
10862.jpg,3,75.0
10863.jpg,1,50.0
10865.jpg,3,75.0
10866.jpg,0,0.0
10867.jpg,3,42.857142857142854
10868.jpg,4,100.0
10870.jpg,2,50.0
10871.jpg,5,166.66666666666669
10872.jpg,3,75.0
10874.jpg,6,300.0
10876.jpg,4,100.0
10877.jpg,4,66.66666666666666
10878.jpg,0,0.0
10879.jpg,5,83.33333333333334
10880.jpg,7,87.5
10881.jpg,1,10.0
10883.jpg,7,87.5
10886.jpg,1,16.666666666666664
10887.jpg,3,100.0
10893.jpg,5,83.33333333333334
10894.jpg,4,80.0
10895.jpg,0,0.0
10897.jpg,9,100.0
10898.jpg,4,133.33333333333331
10900.jpg,4,57.14285714285714
10904.jpg,9,112.5
10905.jpg,4,100.0
10906.jpg,2,66.66666666666666
10907.jpg,3,100.0
10908.jpg,2,66.66666666666666
10909.jpg,1,33.33333333333333
10910.jpg,1,33.33333333333333
10914.jpg,1,50.0
10916.jpg,4,200.0
10917.jpg,2,100.0
10918.jpg,0,0.0
10923.jpg,3,75.0
10924.jpg,1,11.11111111111111
10927.jpg,1,50.0
10929.jpg,1,33.33333333333333
10930.jpg,0,0.0
10931.jpg,2,66.66666666666666
10932.jpg,0,0.0
10934.jpg,4,133.33333333333331
10936.jpg,3,75.0
10937.jpg,3,75.0
10940.jpg,4,100.0
10941.jpg,4,80.0
10942.jpg,3,150.0
10943.jpg,2,100.0
10944.jpg,3,60.0
10945.jpg,3,100.0
10946.jpg,2,66.66666666666666
10947.jpg,7,77.77777777777779
10948.jpg,3,100.0
10950.jpg,4,133.33333333333331
10952.jpg,4,57.14285714285714
10954.jpg,1,100.0
10955.jpg,4,100.0
10957.jpg,3,100.0
10960.jpg,5,100.0
10961.jpg,9,112.5
10962.jpg,3,100.0
10963.jpg,3,75.0
10965.jpg,3,100.0
10967.jpg,3,100.0
10968.jpg,5,83.33333333333334
10969.jpg,7,87.5
10971.jpg,1,50.0
10973.jpg,1,50.0
10974.jpg,4,133.33333333333331
10975.jpg,4,200.0
10976.jpg,1,50.0
10977.jpg,3,100.0
10978.jpg,4,133.33333333333331
10979.jpg,2,66.66666666666666
10980.jpg,3,75.0
10981.jpg,6,85.71428571428571
10982.jpg,2,66.66666666666666
10984.jpg,2,66.66666666666666
10986.jpg,7,116.66666666666667
10987.jpg,6,54.54545454545454
10988.jpg,8,133.33333333333331
10989.jpg,7,100.0
10991.jpg,3,30.0
10992.jpg,6,120.0
10993.jpg,8,100.0
10997.jpg,7,100.0
10998.jpg,4,80.0
10999.jpg,5,100.0
11000.jpg,3,60.0
11001.jpg,2,66.66666666666666
11002.jpg,3,100.0
11003.jpg,2,66.66666666666666
11004.jpg,3,100.0
11005.jpg,1,33.33333333333333
11006.jpg,3,100.0
11007.jpg,3,100.0
11008.jpg,4,80.0
11009.jpg,5,100.0
11010.jpg,2,66.66666666666666
11012.jpg,4,80.0
11013.jpg,3,100.0
11014.jpg,5,100.0
11015.jpg,4,80.0
11017.jpg,3,75.0
11020.jpg,4,133.33333333333331
11022.jpg,5,125.0
11029.jpg,3,75.0
11030.jpg,1,14.285714285714285
11031.jpg,2,40.0
11032.jpg,7,140.0
11034.jpg,4,66.66666666666666
11035.jpg,6,100.0
11036.jpg,8,160.0
11037.jpg,3,60.0
11038.jpg,3,60.0
11040.jpg,3,60.0
11042.jpg,2,50.0
11043.jpg,2,50.0
11044.jpg,1,16.666666666666664
11045.jpg,5,100.0
11046.jpg,0,0.0
11047.jpg,5,125.0
11048.jpg,7,140.0
11051.jpg,5,100.0
11052.jpg,2,50.0
11054.jpg,4,100.0
11055.jpg,3,75.0
11057.jpg,3,75.0
11059.jpg,3,75.0
11060.jpg,5,83.33333333333334
11061.jpg,2,33.33333333333333
11062.jpg,5,100.0
11063.jpg,6,120.0
11064.jpg,3,75.0
11065.jpg,3,100.0
11066.jpg,4,100.0
11069.jpg,8,72.72727272727273
11070.jpg,4,50.0
11071.jpg,3,100.0
11073.jpg,4,133.33333333333331
11074.jpg,3,75.0
11075.jpg,0,0.0
11076.jpg,3,42.857142857142854
11077.jpg,4,50.0
11078.jpg,4,50.0
11079.jpg,2,50.0
11083.jpg,6,85.71428571428571
11084.jpg,4,80.0
11085.jpg,7,87.5
11086.jpg,4,80.0
11087.jpg,0,0.0
11088.jpg,4,66.66666666666666
11090.jpg,8,114.28571428571428
11091.jpg,8,88.88888888888889
11092.jpg,5,100.0
11093.jpg,1,16.666666666666664
11095.jpg,4,80.0
11097.jpg,10,142.85714285714286
11098.jpg,1,50.0
11099.jpg,2,40.0
11100.jpg,2,33.33333333333333
11101.jpg,3,100.0
11104.jpg,4,133.33333333333331
11105.jpg,2,40.0
11108.jpg,6,100.0
11110.jpg,1,25.0
11111.jpg,3,75.0
11112.jpg,2,66.66666666666666
11113.jpg,5,71.42857142857143
11114.jpg,4,80.0
11119.jpg,6,50.0
11120.jpg,3,75.0
11121.jpg,3,75.0
11123.jpg,5,83.33333333333334
11125.jpg,3,75.0
11127.jpg,7,116.66666666666667
11129.jpg,12,109.09090909090908
11130.jpg,6,150.0
11132.jpg,0,0.0
11133.jpg,2,50.0
11135.jpg,6,120.0
11136.jpg,3,75.0
11137.jpg,3,60.0
11139.jpg,4,133.33333333333331
11142.jpg,5,83.33333333333334
11143.jpg,1,33.33333333333333
11144.jpg,1,20.0
11145.jpg,3,75.0
11146.jpg,3,60.0
11147.jpg,3,60.0
11148.jpg,5,100.0
11149.jpg,2,33.33333333333333
11151.jpg,3,75.0
11154.jpg,0,0.0
11155.jpg,0,0.0
11156.jpg,3,75.0
11157.jpg,3,42.857142857142854
11159.jpg,4,36.36363636363637
11160.jpg,5,100.0
11161.jpg,6,150.0
11162.jpg,0,0.0
11163.jpg,3,100.0
11165.jpg,5,166.66666666666669
11166.jpg,3,60.0
11169.jpg,3,60.0
11170.jpg,5,71.42857142857143
11171.jpg,4,80.0
11172.jpg,2,40.0
11173.jpg,3,60.0
11174.jpg,5,100.0
11175.jpg,5,125.0
11176.jpg,5,125.0
11177.jpg,7,140.0
11178.jpg,3,60.0
11179.jpg,4,133.33333333333331
11180.jpg,4,133.33333333333331
11182.jpg,0,0.0
11183.jpg,4,133.33333333333331
11184.jpg,6,150.0
11186.jpg,5,250.0
11187.jpg,1,50.0
11189.jpg,10,111.11111111111111
11191.jpg,4,200.0
11194.jpg,1,50.0
11195.jpg,2,100.0
11196.jpg,7,116.66666666666667
11197.jpg,5,83.33333333333334
11199.jpg,6,75.0
11200.jpg,3,75.0
11202.jpg,2,50.0
11203.jpg,4,100.0
11204.jpg,6,120.0
11205.jpg,5,100.0
11206.jpg,2,100.0
11210.jpg,5,125.0
11211.jpg,4,100.0
11212.jpg,7,175.0
11213.jpg,3,75.0
11214.jpg,6,120.0
11215.jpg,9,128.57142857142858
11218.jpg,3,100.0
11221.jpg,5,100.0
11223.jpg,5,250.0
11225.jpg,3,150.0
11226.jpg,8,100.0
11231.jpg,4,100.0
11233.jpg,5,125.0
11234.jpg,15,93.75
11235.jpg,6,120.0
11236.jpg,2,66.66666666666666
11237.jpg,1,33.33333333333333
11238.jpg,13,108.33333333333333
11241.jpg,7,140.0
11242.jpg,3,100.0
11243.jpg,2,50.0
11244.jpg,2,66.66666666666666
11245.jpg,1,20.0
11246.jpg,4,80.0
11247.jpg,3,100.0
11252.jpg,1,33.33333333333333
11254.jpg,2,66.66666666666666
11257.jpg,5,100.0
11258.jpg,2,100.0
11260.jpg,3,150.0
11262.jpg,2,100.0
11263.jpg,2,100.0
11264.jpg,3,75.0
11265.jpg,5,250.0
11266.jpg,4,80.0
11269.jpg,2,100.0
11272.jpg,5,125.0
11273.jpg,10,83.33333333333334
11274.jpg,4,133.33333333333331
11275.jpg,4,133.33333333333331
11276.jpg,1,50.0
11277.jpg,0,0.0
11278.jpg,3,150.0
11279.jpg,2,66.66666666666666
11280.jpg,1,50.0
11282.jpg,7,100.0
11283.jpg,8,133.33333333333331
11284.jpg,2,66.66666666666666
11287.jpg,0,0.0
11288.jpg,0,0.0
11289.jpg,0,0.0
11292.jpg,13,118.18181818181819
11293.jpg,3,150.0
11296.jpg,4,100.0
11297.jpg,4,133.33333333333331
11298.jpg,7,140.0
11299.jpg,10,83.33333333333334
11300.jpg,3,75.0
11301.jpg,3,60.0
11302.jpg,2,100.0
11304.jpg,2,100.0
11306.jpg,2,66.66666666666666
11307.jpg,2,66.66666666666666
11308.jpg,5,83.33333333333334
11309.jpg,8,114.28571428571428
11310.jpg,3,50.0
11311.jpg,8,114.28571428571428
11312.jpg,5,83.33333333333334
11313.jpg,5,83.33333333333334
11315.jpg,1,33.33333333333333
11316.jpg,2,66.66666666666666
11317.jpg,2,66.66666666666666
11318.jpg,4,133.33333333333331
11319.jpg,4,100.0
11320.jpg,4,66.66666666666666
11321.jpg,1,25.0
11322.jpg,4,200.0
11323.jpg,1,33.33333333333333
11324.jpg,2,200.0
11326.jpg,2,100.0
11327.jpg,4,100.0
11329.jpg,0,0.0
11330.jpg,5,125.0
11331.jpg,2,100.0
11332.jpg,5,100.0
11333.jpg,1,50.0
11334.jpg,6,150.0
11335.jpg,1,16.666666666666664
11336.jpg,2,50.0
11337.jpg,1,16.666666666666664
11338.jpg,3,50.0
11340.jpg,2,100.0
11341.jpg,6,300.0
11342.jpg,2,33.33333333333333
11343.jpg,2,50.0
11344.jpg,2,33.33333333333333
11346.jpg,3,50.0
11347.jpg,0,0.0
11348.jpg,5,125.0
11349.jpg,3,100.0
11350.jpg,2,33.33333333333333
11351.jpg,7,63.63636363636363
11352.jpg,2,100.0
11355.jpg,5,100.0
11356.jpg,1,50.0
11357.jpg,3,100.0
11359.jpg,3,100.0
11360.jpg,7,233.33333333333334
11361.jpg,2,66.66666666666666
11362.jpg,1,100.0
11363.jpg,3,60.0
11365.jpg,4,100.0
11366.jpg,6,85.71428571428571
11367.jpg,2,100.0
11368.jpg,6,120.0
11369.jpg,6,150.0
11370.jpg,3,75.0
11371.jpg,3,75.0
11372.jpg,4,100.0
11375.jpg,3,100.0
11376.jpg,5,71.42857142857143
11379.jpg,1,12.5
11380.jpg,8,133.33333333333331
11382.jpg,3,75.0
11387.jpg,5,100.0
11388.jpg,3,100.0
11389.jpg,2,66.66666666666666
11391.jpg,3,100.0
11392.jpg,2,66.66666666666666
11393.jpg,2,66.66666666666666
11395.jpg,3,150.0
11396.jpg,4,100.0
11397.jpg,2,50.0
11399.jpg,8,72.72727272727273
11400.jpg,5,125.0
11402.jpg,4,133.33333333333331
11403.jpg,5,125.0
11404.jpg,0,0.0
11405.jpg,1,33.33333333333333
11406.jpg,3,75.0
11407.jpg,0,0.0
11408.jpg,2,66.66666666666666
11412.jpg,2,100.0
11413.jpg,4,200.0
11415.jpg,1,33.33333333333333
11416.jpg,1,33.33333333333333
11417.jpg,3,100.0
11418.jpg,2,50.0
11419.jpg,3,75.0
11422.jpg,1,16.666666666666664
11423.jpg,1,50.0
11425.jpg,3,100.0
11426.jpg,2,66.66666666666666
11427.jpg,3,100.0
11428.jpg,4,200.0
11429.jpg,7,175.0
11430.jpg,4,133.33333333333331
11431.jpg,1,25.0
11432.jpg,2,66.66666666666666
11433.jpg,3,100.0
11434.jpg,6,100.0
11435.jpg,0,0.0
